product_name,star,category,price,location,store,description,image_urls
OCOP 4*_KHÔ CÁ SẶC RẰN TỨ QUÝ_400g_TAM NÔNG,4,Thực phẩm,125.000đ,Đồng Tháp,CÔNGTY CỔ PHẦN TỨ QUÝ ĐỒNG THÁP,"THÔNG TIN SẢN PHẨM Đặc sản khô cá sặc rằn Tứ Quý Tam Nông - Đồng Tháp mang đến cho người tiêu dùng một sản phẩm an toàn vệ sinh thực phẩm.  Sản phẩm đạt chứng nhận OCOP 4*. Được sản xuất trên dây chuyền khép kín từ nguyên liệu cá tươi: Xử lý nguyên liệu -->Ướp --> định hình --> sấy khô -->chiếu xạ tia UV --> hút chân không đóng gói với công nghệ hiện đại. Không chịu tác động nào từ môi trường bên ngoài và các vi sinh vậy khác . SẢN XUẤT THEO QUY TRÌNH HACCP Trọng lượng: 400 gr. Hướng dẫn sử dụng: Sản phẩm hoàn toàn sạch, vừa ăn nên không cần rửa hoặc ngâm nước. Dùng chế biến gỏi, xiêm-lo, nướng, chiên, hấp... Hướng dẫn bảo quản :Nơi khô ráo, thoáng mát, tránh ánh nắng trực tiếp (sản phẩm bảo quản tự nhiên) Hạn sử dụng: 03 tháng từ ngày sản xuất. Hướng dẫn bảo quản :từ 0 - 10 độ C (sản phẩm bảo quản lạnh) Hạn sử dụng: 4,5 tháng từ ngày sản xuất.","['https://dyh48pub5c8mm.cloudfront.net/home/store/goods/1740/20231201/alioss_1740_20231201EUazeb4WKu6UMYs6GNdT6ypfv7ZhSdf7TizecYJB.jpg', 'https://dyh48pub5c8mm.cloudfront.net/home/store/goods/1740/20231201/alioss_1740_202312019CyZDlTz1qaCvrAb9lMeCQmAdrJe6eDn1tnqeLts.jpg', 'https://dyh48pub5c8mm.cloudfront.net/home/store/goods/1740/20231201/alioss_1740_20231201Lt0VqIjNhDbmVDiudgFqn7jlVoDa9Lq35i4On276.jpg', 'https://dyh48pub5c8mm.cloudfront.net/home/store/goods/1740/20231201/alioss_1740_20231201PsxnH2yC1jOvPHKN1ENp5sHtfKBzRdxJ5tEF4osB.jpg', 'https://dyh48pub5c8mm.cloudfront.net/home/store/goods/1740/20231201/alioss_1740_20231201mDQpwQ3fXw2aNdagKOpWrgY0T27CG04EHwmV47h9.jpg']"
OCOP 4*_KHÔ CÁ LÓC TỨ QUÝ_400g_TAM NÔNG,4,Thực phẩm,115.000đ,Đồng Tháp,CÔNGTY CỔ PHẦN TỨ QUÝ ĐỒNG THÁP,"THÔNG TIN SẢN PHẨM Đặc sản khô cá lóc Tứ Quý Tam Nông, Đồng Tháp. Mang đến cho người tiêu dùng một sản phẩm an toàn vệ sinh thực phẩm (ATVSTP). Đạt chứng nhận OCOP 4*. Sản xuất theo quy trình khép kín từ nguyên liệu cá tươi-> Xử lý nguyên liệu->Ướp định hình-> Sấy khô-> Chiếu xạ UV-> Hút chân không-> Đóng gói với công nghệ hiện đại. SẢN XUẤT THEO QUY TRÌNH HACCP Trọng lượng: 400 gr. Hướng dẫn sử dụng: Sản phẩm hoàn toàn sạch, vừa ăn nên không cần rửa hoặc ngâm nước. Dùng chế biến gỏi, xiêm-lo, nướng, chiên, hấp... Hướng dẫn bảo quản :Nơi khô ráo, thoáng mát, tránh ánh nắng trực tiếp (sản phẩm bảo quản tự nhiên) Hạn sử dụng: 03 tháng từ ngày sản xuất. Hướng dẫn bảo quản :từ 0 - 10 độ C (sản phẩm bảo quản lạnh) Hạn sử dụng: 4,5 tháng từ ngày sản xuất.","['https://dyh48pub5c8mm.cloudfront.net/home/store/goods/1740/20231201/alioss_1740_20231201NlaFRWTtfOW1nPrsoWYE4g0WetFXMKeVhVcEj8IW.jpg', 'https://dyh48pub5c8mm.cloudfront.net/home/store/goods/1740/20231201/alioss_1740_20231201oYvmbEglSJNtVTYhFXO5Nz3DDIzogSoWGqkzC1wc.jpg', 'https://dyh48pub5c8mm.cloudfront.net/home/store/goods/1740/20231201/alioss_1740_20231201YxIBUz4jxlg4qLH7tGz5U7ieQYI79rLPOHjXw7QX.jpg', 'https://dyh48pub5c8mm.cloudfront.net/home/store/goods/1740/20231201/alioss_1740_20231201Zj2iWnOTLsXiAoLmbY6MCSgUNO3Nsbx0kEImPkZp.jpg', 'https://dyh48pub5c8mm.cloudfront.net/home/store/goods/1740/20231201/alioss_1740_20231201I8FeYbPgD39iEsEYTJBpBd6wkDXyz4T9Jk3apsAs.jpg']"
OCOP - Cốc tre Gia Phát,4,Đồ thủ công,50.000đ,Sơn La,CT CP đầu tư sản xuất và thương mại THE ONE Sơn La,"Thông tin sản phẩm Cốc tre: Chất liệu vỏ cốc: Gỗ tre tự nhiên Chiều cao: 100mm – 120mm Đường kính miệng: 60-70mm Màu sắc: Màu vân gỗ tre tự nhiên, nâu vàng đặc trưng. Cốc tre – Sản phẩm mang dáng hình Việt Nam, lưu giữ giá trị văn hóa Nhằm thay đổi thói quen sử dụng các loại cốc nhựa và giảm thiểu rác thải nhựa, công ty cổ phần đầu tư sản xuất và thương mại THE ONE Sơn La giới thiệu sản phẩm cốc đựng nước làm từ chất liệu tre. Cốc tre có nhiều ưu điểm khiến khách hàng hoàn toàn bị thuyết phục. Cốc tre thân thiện với môi trường, an toàn cho sức khỏe Sản phẩm được làm 100% từ chất liệu tre tự nhiên. Tất cả các công đoạn sản xuất đều được làm hoàn toàn bằng thủ công. Sản phẩm an toàn tuyệt đối cho sức khỏe của người dùng. Đa công năng Cốc tre có thể sử dụng uống trà, cà phê, trà sữa, nóng lạnh đều được. Thiết kế cốc tinh tế, hiện đại Từ gỗ tre thô tự nhiên, nghệ nhân đã làm nên chiếc cốc với đường nét hoàn hảo. Bình dị, mộc mạc mà rất tinh tế, hiện đại. Hơn cả một chiếc cốc đựng nước thông thường, chúng còn có thể sử dụng để trang trí hoặc làm quà tặng. Cốc gọn nhẹ, thuận tiện khi di chuyển Kích thước của những chiếc cốc được  thiết kế đa dạng. Hai chiều cao điển hình là 100mm và 120mmphù hợp với từng nhu cầu sử dụng của khách hàng. Đảm bảo tiêu chí gọn nhẹ, thuận tiện khi mang đi du lịch, các chuyến dã ngoại. Lưu ý khi sử dụng cốc tre Lần đầu mua về cần rửa sạch, phơi khô. Sử dụng đựng nước ấm ở lần đầu sử dụng tránh làm thay đổi đột ngột nhiệt đột gây nứt cốc. Sau mỗi lần sử dụng chỉ việc tráng sơ qua nước lạnh hoặc rửa xà phòng nhẹ. Sau đó xả nước trôi sạch xà phòng rồi úp ngược cốc để khô ráo nước. Khắc tên, khắc logo lên cốc tre cho doanh nghiệp Rất nhiều khách hàng của chúng tôi đã lựa chọn sản phẩm này và khắc hình ảnh đặc trưng như áo dài, nón lá, bản đồ chữ S,…làm quà tặng cho bạn bè, khách hàng nước ngoài. Bên cạnh đó, cũng có nhiều công ty, doanh nghiệp, cửa hàng hay cá nhân đang sử dụng sản phẩm này khắc logo thương hiệu của mình làm quà tặng đối tác, quà tặng khách hàng trong các hội nghị, hội thảo… Đây là món quà vừa tinh tế, vừa độc đáo và mang nhiều ý nghĩa thiết thực. The Greenmart Vietnam sẵn sàng cung cấp sản phẩm cốc tre để làm QUÀ TẶNG DOANH NGHIỆP, SỰ KIỆN.","['https://dyh48pub5c8mm.cloudfront.net/home/store/goods/1555/20231128/alioss_1555_2023112814431078955.jpg', 'https://dyh48pub5c8mm.cloudfront.net/home/store/goods/1555/20231128/alioss_1555_2023112814432129910.jpg', 'https://dyh48pub5c8mm.cloudfront.net/home/store/goods/1555/20231128/alioss_1555_2023112814433042878.jpg', 'https://dyh48pub5c8mm.cloudfront.net/home/store/goods/1555/20231128/alioss_1555_2023112816033568205.jpg', 'https://dyh48pub5c8mm.cloudfront.net/home/store/goods/1555/20231128/alioss_1555_2023112814434799207.jpg']"
OCOP - Khô Cá Đục Rút Xương - Hải Sản Mận Khoa (Gói 500Gr),3,Thực phẩm,175.000đ,Bình Định,BĐT Bình Định,"THÔNG TIN SẢN PHẨM : - Xuất xứ : Bình Định - Khối lượng : 500gr Khô Cá Đục Rút Xương Khô cá đục rút xương là cá đục ( loại 1) làm sạch rút xương rồi sấy khô. Không chất bảo quản, chất tạo hương, tạo màu trong sản phẩm. Bảo quản nơi khô mát, tránh ánh sáng trực tiếp. Khô cá đục rút xương được từ làm cá đục loại 1, rút xương rồi đem sấy khô để giữ trọn vẹn vị ngon ngọt của cá. Khô dễ ăn, dễ chế biến lại bổ dưỡng nên rất được ưa dùng. Khô cá đục vốn là một món ăn quen thuộc với các gia đình Việt vì tính tiện lợi, bổ dưỡng và thơm ngon. Khô có thể để được lâu, khi cần chỉ cần nướng hay chiên lên là ăn được, rất thơm và ngon. Vì sản phẩm được làm từ cá tươi nên ăn rất ngon, ngọt thịt và tuyệt nhiên không có mùi tanh. Hạn sử dụng: 6 tháng","['https://dyh48pub5c8mm.cloudfront.net/home/store/goods/11/20230711/alioss_11_2023071115111326348.jpg', 'https://dyh48pub5c8mm.cloudfront.net/home/store/goods/11/20230711/alioss_11_2023071115112199623.png', 'https://dyh48pub5c8mm.cloudfront.net/home/store/goods/11/20230711/alioss_11_2023071115112460805.jpg', 'https://dyh48pub5c8mm.cloudfront.net/home/store/goods/11/20230711/alioss_11_2023071115112794512.jpg', 'https://dyh48pub5c8mm.cloudfront.net/home/store/goods/11/20230711/alioss_11_2023071115113023162.jpg']"
OCOP - Bánh hoa dừa Tiến Đạt vị sầu riêng 200gr,4,Thực phẩm,34.000đ,Bến Tre,CÔNG TY TNHH VĨNH TIẾN,"Thông tin sản phẩm - Tên: Bánh Hoa Dừa Tiến Đạt - Quy cách: Túi 250gr - Thành phần: B ột mì, cơm dừa nạo sấy, đường, trứng gà, bơ, muối, sầu riêng - Bánh có hình dáng nụ hoa dừa chúm chím, e ấp vừa chớm nở và màu vàng đậm bắt mắt, kích thích mọi vị giác. - Bánh có hương thơm tự nhiên phảng phất, tinh khôi, dịu nhẹ như những bông hoa dừa tỏa hương mỗi sớm mai. - Bảo quản: Nơi khô ráo thoáng mát, tránh ánh nắng trực tiếp, bảo quản trong ngăn mát sẽ dùng được lâu hơn - Hạn sử dụng: 12 tháng tính từ ngày sản xuất - Xuất xứ: Công ty TNHH Vĩnh Tiến, tỉnh Bến Tre","['https://dyh48pub5c8mm.cloudfront.net/home/store/goods/1894/20231226/alioss_1894_2023122616571375494.jpg', 'https://dyh48pub5c8mm.cloudfront.net/home/store/goods/1894/20231226/alioss_1894_2023122616574376706.png']"
OCOP - Bánh hoa dừa Tiến Đạt vị ca cao 200gr,4,Thực phẩm,34.000đ,Bến Tre,CÔNG TY TNHH VĨNH TIẾN,"Thông tin sản phẩm - Tên: Bánh Hoa Dừa Tiến Đạt - Quy cách: Túi 250gr - Thành phần: B ột mì, cơm dừa nạo sấy, đường, trứng gà, bơ, muối, cacao - Bánh có hình dáng nụ hoa dừa chúm chím, e ấp vừa chớm nở và màu vàng đậm bắt mắt, kích thích mọi vị giác. - Bánh có hương thơm tự nhiên phảng phất, tinh khôi, dịu nhẹ như những bông hoa dừa tỏa hương mỗi sớm mai. - Bảo quản: Nơi khô ráo thoáng mát, tránh ánh nắng trực tiếp, bảo quản trong ngăn mát sẽ dùng được lâu hơn - Hạn sử dụng: 12 tháng tính từ ngày sản xuất - Xuất xứ: Công ty TNHH Vĩnh Tiến, tỉnh Bến Tre","['https://dyh48pub5c8mm.cloudfront.net/home/store/goods/1894/20231226/alioss_1894_2023122616584777150.jpg', 'https://dyh48pub5c8mm.cloudfront.net/home/store/goods/1894/20231226/alioss_1894_2023122616591187254.png']"
OCOP - Bánh hoa dừa Tiến Đạt vị truyền thống 200gr,4,Thực phẩm,34.000đ,Bến Tre,CÔNG TY TNHH VĨNH TIẾN,"Thông tin sản phẩm - Tên: Bánh Hoa Dừa Tiến Đạt - Quy cách: Túi 250gr - Thành phần: B ột mì, cơm dừa nạo sấy, đường, trứng gà, bơ, muối - Bánh có hình dáng nụ hoa dừa chúm chím, e ấp vừa chớm nở và màu vàng đậm bắt mắt, kích thích mọi vị giác. - Bánh có hương thơm tự nhiên phảng phất, tinh khôi, dịu nhẹ như những bông hoa dừa tỏa hương mỗi sớm mai. - Bảo quản: Nơi khô ráo thoáng mát, tránh ánh nắng trực tiếp, bảo quản trong ngăn mát sẽ dùng được lâu hơn - Hạn sử dụng: 12 tháng tính từ ngày sản xuất - Xuất xứ: Công ty TNHH Vĩnh Tiến, tỉnh Bến Tre","['https://dyh48pub5c8mm.cloudfront.net/home/store/goods/1894/20231226/alioss_1894_2023122616534421049.jpg', 'https://dyh48pub5c8mm.cloudfront.net/home/store/goods/1894/20231226/alioss_1894_2023122616540674702.png']"
OCOP_Dưa lê Hàn Quốc - HTX rau sạch Yên Dũng - 1KG,3,Thực phẩm,55.000đ,Hà Nội,Hợp Tác xã Rau sạch Yên Dũng,"Thông tin dinh dưỡng: Dưa lê Hàn Quốc có hàm lượng vitamin A, B, C và chất khoáng như magie, natri cao, không chứa cholesterol. Đây là loại trái cây thích hợp nên được cho vào thực đơn ăn kiêng hàng ngày cho những người muốn giảm cân. Ngoài ra, hàm lượng kali trong dưa lê giúp điều hoà huyết áp tốt và có thể ngăn ngừa các triệu chứng đột quỵ và sỏi thận. Lượng chất xơ dồi dào cũng sẽ giúp bạn giảm nhẹ được chứng táo bón. Các nhà nghiên cứu tin rằng loại trái cây này có thể ngăn ngừa sự lão hoá của xương trong cơ thể con người. Dưa lê Hàn Quốc cũng vô cùng giàu vitamin C và beta-carotene giúp ngăn ngừa các bệnh về tim mạch, thậm chí là ung thư. Dùng dưa lê thường xuyên sẽ giúp bạn giảm thiểu nguy cơ mắc các bệnh mãn tính. Hàm lượng axit folic cao trong dưa lê giúp cải thiện tình trạng mất ngủ hay mệt mỏi. Đây cũng là hợp chất có lợi cho phụ nữ mang thai, giúp cả mẹ và bé đều được khoẻ mạnh. - Về tổ chức sản xuất: Hợp tác xã được thành lập từ năm 2016 đến nay, với diện tích đất canh tác trên 50ha; HTX có trên 10 kỹ sư nông nghiệp giỏi và đội ngũ nông dân lành nghề khoảng 30 người, thường xuyên được cử đi học và tham gia các đợt tập huấn kỹ thuật về sản xuất an toàn, VietGAP. Hiện nay HTX rau sạch Yên Dũng đứng ra tổ chức các hộ trong mô hình  sản xuất các loại rau và kí hợp đồng tiêu thụ sản phẩm với các doanh nghiệp trong và ngoài nước. Trong sản xuất đã áp dụng cơ giới hóa  các khâu (làm đất, lên luống, gieo hạt, tưới phun), sản xuất trong nhà lưới, nhà màng (đến nay đã xây dựng được khoảng 30ha); sử dụng các loại phân bón, thuốc bảo vệ thực vật đúng theo tiêu chuẩn VietGAP; xây dựng khu sơ chế với các hạng mục kho lạnh, kho sơ chế, gian hàng trưng bày sản phẩm,... Sản phẩm được cấp chứng nhận Rau an toàn theo tiêu chuẩn VietGap, cấp Nhãn hiệu tập thể của Cục sở hữu trí tuệ. Khi đưa ra thị trường có nhãn, mác in trên bao bì, gắn tem truy xuất nguồn gốc. - Thị trường tiêu thụ: Sản phẩm Dưa lê Hàn Quốc của HTX rau sạch Yên Dũng hiện nay đang được bán tại các siêu thị, chuỗi nhà hàng sạch trên toàn quốc. - Năng lực cung cấp sản phẩm: Sản lượng bình quân khoảng 200 tấn/tháng (trung bình mỗi ngày cung ứng ra thị trường gần 10 tấn). * Thông tin nhà sản xuất: Tên đơn vị: HTX rau sạch Yên Dũng. Người Đại diện: Trần Trọng Tùng – Chủ tịch HĐQT, Giám đốc Địa chỉ: Thôn Huyện, xã Tiến Dũng, huyện Yên Dũng, tỉnh Bắc Giang. Điện thoại: 0974.488.888 * Giấy chứng nhận, giải thưởng đã nhận: - Quyết định số 1214/QĐ-UBND ngày 28/12/2020 của UBND tỉnh Bắc Giang Phê duyệt kết quả đánh giá, phân hạng và cấp giấy chứng nhận sản phẩm Chương trình mỗi xã một sản phẩm (OCOP) tỉnh Bắc Giang 2020: Sản phẩm Dưa lê Hàn Quốc đạt hạng 3 sao.","['https://dyh48pub5c8mm.cloudfront.net/home/store/goods/1730/20231201/alioss_1730_20231201Wd5oWJ9jiJG6iYS6sebl1gPQBKQnoJEom4DbbicA.jpg', 'https://dyh48pub5c8mm.cloudfront.net/home/store/goods/1730/20231201/alioss_1730_20231201RP9C19jY01p89DZjkykS1TUK4V4W1MtrztbPjxSE.png', 'https://dyh48pub5c8mm.cloudfront.net/home/store/goods/1730/20231201/alioss_1730_20231201vpt9uOovDrbnaTww3KYfLroi8aPAIsZxSiLffVIX.jpg', 'https://dyh48pub5c8mm.cloudfront.net/home/store/goods/1730/20231201/alioss_1730_202312010HMn3In4S9Quk1Ol3mqYo9Z47ZjM1clPjyiCY1SX.png', 'https://dyh48pub5c8mm.cloudfront.net/home/store/goods/1730/20231201/alioss_1730_20231201URo8C0AYCryFlCST8OyDoex1KwumNRPBsCBEK191.png', 'https://dyh48pub5c8mm.cloudfront.net/home/store/goods/1730/20231201/alioss_1730_20231201sPxcRiKDbCUEPQpsUkxQsIV8S6sKDQDcyiL88k3C.png', 'https://dyh48pub5c8mm.cloudfront.net/home/store/goods/1730/20231201/alioss_1730_20231201iozZ1c5oKDCDBO9S9Iy6xI5gZfReIOuOzXnLj3id.png', 'https://dyh48pub5c8mm.cloudfront.net/home/store/goods/1730/20231201/alioss_1730_202312017k1ehma1co38rZAyisluly2sPNW8tbHYkx6p4JXl.jpg']"
OCOP - Dầu gội Đồng Quê 300ml,3,Thảo dược,159.000đ,Nghệ An,Công ty TNHHSXTMDV Hoàng Nhật Phát,"THÔNG TIN CƠ BẢN Xuất xứ: Việt Nam. CHI TIẾT SẢN PHẨM Dầu gội bồ kết, bưởi, thảo dược cô đặc giúp sạch gàu, giảm gãy rụng Thảo mộc Đồng Quê DINH DƯỠNG CHO TÓC TỪ THIÊN NHIÊN KHÔNG CHỨA HÓA CHẤT ĐỘC HẠI (Dưỡng mềm, óng mượt nhờ bồ kết cô đặc quê) Dầu Gội chai 300ml THÀNH PHẦN: - Đây không phải dầu gội thông thường, KHÔNG chứa chất làm sạch nhân tạo / chất tạo bọt công nghiệp SLS & SLES, KHÔNG silicone; KHÔNG hương liệu tổng hợp. - Ở dạng CÔ ĐẶC không phải chiết xuất, được kết hợp nhiều loại thảo mộc từ Đồng Quê: Quả Bồ kết, quả bồ hòn, lá cây sông tắn, hương nhu, chanh, sả, bưởi, cỏ mần trầu, vỏ cây núc nác, quế, Hà thủ ô,cỏ mần trầu, cỏ ngũ sắc, nha đam, lá ổi, trinh nữ hoàng cung, nghệ tươi… cùng một số loại thảo mộc khác được đi lấy trực tiếp từ rừng sâu. ????MỤC ĐÍCH SỬ DỤNG: - Làm sạch da đầu. - Giảm rụng hiệu quả. - Giảm nấm, ngứa - Nuôi dưỡng tóc khỏe, mềm mượt. - Hỗ trợ mọc tóc nhanh ** Kết hợp dầu Xả tóc để dưỡng tóc mềm mượt hơn với thành phần: Dầu dừa, tinh dầu Bưởi, tinh dầu Sà, Vintamin E, Vitamin B5, nha đam... BẢO QUẢN: Nơi khô ráo, tránh ánh nắng trực tiếp. Sản xuất và phân phối: CÔNG TY TNHH SX TMDV HOÀNG NHẬT PHÁT ĐC: Khai Sơn - Anh Sơn - Nghệ An Tiêu chuẩn: TCCS Số công bố: 20/21/CBMP-NA NSX: in trên tem. HSD: 24 tháng kể từ NSX.","['https://dyh48pub5c8mm.cloudfront.net/home/store/goods/639/20231222/alioss_639_2023122215573868517.jpg', 'https://dyh48pub5c8mm.cloudfront.net/home/store/goods/639/20231222/alioss_639_2023122216000129565.jpg', 'https://dyh48pub5c8mm.cloudfront.net/home/store/goods/639/20231222/alioss_639_2023122216000660641.jpg']"
OCOP_Lạp xưởng tươi Kim Ngọc Food_500gram,3,Thực phẩm,120.000đ,Long An,Công ty TNHH MTV chả giò Kim Ngọc Food,"Thông tin chi tiết: - Khối lượng: 500g - Thành phần: Thịt nạc heo, mỡ heo, ruột heo, muối, đường, bột ngọt, tiêu, … - Xuất xứ: Long An - Việt Nam. Ưu điểm nổi bật: - Lạp xưởng tươi Kim Ngọc Food kết hợp thêm trứng muối thơm thơm béo béo, mặn mặn ngọt ngọt ăn cực kỳ ngon & lạ! - Sau khi chế biến Lạp xưởng tươi Kim Ngọc Food có thể dùng kèm với rau xà lách và nước mắm chua ngọt giúp tăng hương vị cho món ăn. - Lạp xưởng tươi Kim Ngọc Food đóng gói tiện dụng, phù hợp với bữa ăn của gia đình. Hướng dẫn sử dụng: - Nướng, chiên với dầu ăn, - Luộc với nước lọc hoặc nước dừa đều ngon Hướng dẫn bảo quản: - Bảo quản ở nhiệt độ -18 độ C hoặc ngăn đá tủ lạnh trong 12 tháng kể từ ngày sản xuất","['https://dyh48pub5c8mm.cloudfront.net/home/store/goods/3389/20240914/s3_3389_2024091411181994258.png', 'https://dyh48pub5c8mm.cloudfront.net/home/store/goods/3389/20240914/s3_3389_2024091411190544922.', 'https://dyh48pub5c8mm.cloudfront.net/home/store/goods/3389/20240914/s3_3389_2024091411191225344.jpg']"
ĐẠI LÃO VƯƠNG TRÀ - HỒNG TRÀ 357g,4,Đồ uống,2.880.000đ,Yên Bái,Trà shan tuyết cổ thụ Suối Giàng - Vietnam Teashop,"Thông tin chi tiết Hướng dẫn mua hàng Cùng với hoàng trà, diệp trà và bạch trà, hồng trà là một trong tứ đại danh trà nổi tiếng quý hiếm với giá thành hết sức đắt đỏ. Hồng trà cổ thụ Đại Lão Vương Trà có nguồn gốc từ những cây chè hàng trăm năm tuổi, cùng với phương thức sao tay kì công của các nghệ nhân, tạo ra một thứ trà mang hương vị đặc biệt cao cấp, thỏa mãn những trà nhân khó tính nhất. Hồng trà Suối Giàng được ủ từ những lá chè tươi quý giá, sau khi vò làm trà biến màu từ xanh lục thành màu sậm hơn. Tiếp đến là sấy khô, rồi trà được pha cùng các nguyên liệu khác. Hồng trà có độ oxy hóa hoàn toàn (100%) nên trà thành phẩm có màu đen, thơm nồng, nước trà pha ra có màu đỏ nâu, vị mạnh hơn các loại trà khác. Trong khi diệp trà chỉ giữ được hương trong vòng 1 năm thì hồng trà vẫn giữ được hương thơm của nó trong nhiều năm. Nhiều người, đặc biệt là tầm trung và cao tuổi rất ưa thích hương vị của loại trà này, bởi nó có vị chát đậm, để rồi khi uống xong lưu lại trong miệng một vị đắng nhưng lại như ngọt, kích thích giác quan của trà nhân. Bên cạnh đó, Hồng trà có tác dụng chống oxy hóa, chống lão hóa cho các tế bào rất tốt, có tác dụng làm ấm, hỗ trợ tiêu hóa và đặc biệt là tăng cường chức năng tim mạch. Ngoài ra, Hồng trà cũng biết đến với khả năng giải độc do có chứa nhiều alkali có thể hấp thụ kim loại nặng cùng kiềm sinh vật, đồng thời cũng lắng đọng phân giải. Đây là một tin vui cho người tiêu dùng bởi hiện nay, nguồn nước và thực phẩm đang ngày càng bị nhiễm bẩn.","['https://dyh48pub5c8mm.cloudfront.net/home/store/goods/1970/20240115/alioss_1970_2024011514040882180.jpg', 'https://dyh48pub5c8mm.cloudfront.net/home/store/goods/1970/20240115/alioss_1970_2024011514043043127.jpg', 'https://dyh48pub5c8mm.cloudfront.net/home/store/goods/1970/20240115/alioss_1970_2024011514043457712.jpg', 'https://dyh48pub5c8mm.cloudfront.net/home/store/goods/1970/20240115/alioss_1970_2024011514043587544.jpg', 'https://dyh48pub5c8mm.cloudfront.net/home/store/goods/1970/20240115/alioss_1970_2024011514043761877.jpg']"
OCOP - Kẹo sữa dừa vị gừng Yến Hoàng 100gr,4,Thực phẩm,17.000đ,Bến Tre,CÔNG TY TNHH VĨNH TIẾN,"THÔNG TIN CHI TIẾT - Tên: Kẹo sữa dừa vị gừng - Quy cách: Túi bạc cao cấp - Định lượng: 100g - Thành phần: Nước cốt dừa 47%, mạch nha 33%, đường cát trắng 19%, hương gừng 1% - Bảo quản: Nơi khô ráo thoáng mát, tránh ánh nắng trực tiếp, bảo quản trong ngăn mát sẽ dùng được lâu hơn - Hạn sử dụng: 12 tháng tính từ ngày sản xuất - Xuất xứ: Công ty TNHH Vĩnh Tiến, tỉnh Bến Tre VỀ SẢN PHẨM KẸO SỮA DỪA YẾN HOÀNG - Kẹo Sữa Dừa Nguyên Chất Yến Hoàng được sản xuất cho thị trường nước ngoài, nhưng vẫn phù hợp với thị hiếu của người Việt. - Kẹo dừa giòn Yến Hoàng vẫn giữ nguyên hương vị truyền thống của kẹo dừa, nhưng được cải tiến để trở nên giòn hơn, không còn bị dính răng khi ăn và rất thuận tiện cho mọi lứa tuổi, mọi nơi và mọi nhu cầu sử dụng VỀ CÔNG TY VĨNH TIẾN VÀ THƯƠNG HIỆU KẸO DỪA YẾN HOÀNG - Công ty TNHH Vĩnh Tiến là công ty tư nhân chuyên sản xuất các sản phẩm từ dừa, với mặt hàng chủ lực là kẹo dừa, bánh dừa, là những sản phẩm đặc sản nổi tiếng của Bến Tre. - Ra đời từ năm 2003, với tiền thân là công ty sản xuất mạch nha nhỏ truyền thống, nhưng sau 20 năm trên thị trường, Công ty TNHH Vĩnh Tiến tỉnh Bến Tre đã không ngừng ổn định và phát triển bền vững. - Năm 2008, công ty được nhận bằng khen của UBND Tỉnh Bến Tre về thành tích tiêu biểu trong ứng dụng khoa học và công nghệ vào sản xuất. - Năm 2009, công ty lại vinh dự được nhận Bằng khen của chủ tịch UBND tỉnh Bến Tre vì có những đóng góp tích cực cho sự phát triển ngành dừa - Năm 2010, công ty vinh dự nhận giải doanh nghiệp tiêu biểu Việt Nam. - Năm 2011 sản phẩm kẹo dừa của Công ty tnhh Vĩnh Tiến đã có mặt ở nhiều nước trên thế giới và nhiều tỉnh thành trên cả nước.","['https://dyh48pub5c8mm.cloudfront.net/home/store/goods/1894/20231226/alioss_1894_2023122611081596766.jpg', 'https://dyh48pub5c8mm.cloudfront.net/home/store/goods/1894/20231226/alioss_1894_2023122611114389409.png', 'https://dyh48pub5c8mm.cloudfront.net/home/store/goods/1894/20231226/alioss_1894_2023122611114791127.jpg']"
